MSRP_Group,Vehicle_Count,Avg_Range,Share_Pct
< $30K,8965,66.57007896508804,94.08122573197608
$30K–$50K,169,59.88821490467937,1.7735334242837655
$50K–$75K,307,159.5395650161962,3.221744149438556
$75K–$100K,51,64.2289156626506,0.5352083114702487
$100K+,37,133.10526315789474,0.3882883828313569
